SRR062700.1380,p1z1r34
SRR062700.211,p1z1r2
SRR062700.114,p1z1r34
SRR062700.1374,p1z1r2
SRR062700.1402,p1z1r2
SRR062700.775,p4z1r2
SRR062701.791,p4z1r2
SRR062701.798,p1z1r34
SRR062701.478,p1z1r34
SRR062701.172,p1z1r34
SRR062701.490,p1z1r2
SRR062701.350,p4z2r22
SRR062700.1060,p1z1r34
SRR062700.256,p4z2r22
SRR062701.702,p1z2r19
SRR062701.536,p4z2r22
SRR062700.116,p4z1r2
SRR062700.903,p1z1r34
SRR062700.1474,p4z2r22
SRR062701.554,p4z2r22
SRR062699.2106,p1z1r34
SRR062701.14,p1z2r19
SRR062700.914,p1z1r2
SRR062700.300,p1z1r2
SRR062700.1524,p1z1r34
SRR062700.1,p1z1r2
SRR062700.1017,p1z1r34
SRR062700.24,p1z1r2
SRR062700.279,p1z1r2
SRR062700.819,p1z2r19
SRR062701.849,p1z1r34
SRR062700.923,p4z2r22
SRR062700.1633,p1z2r19
SRR062700.1175,p4z2r22
SRR062700.1282,p1z1r2
SRR062701.635,p4z2r22
SRR062700.1417,p4z1r2
SRR062700.10,p1z1r34
SRR062701.628,p1z2r19
SRR062700.993,p4z2r22
SRR062701.696,p1z1r2
SRR062700.1701,p4z2r22
SRR062700.431,p1z1r2
SRR062701.596,p1z2r19
SRR062701.716,p1z2r19
SRR062701.744,p4z1r2
SRR062701.448,p1z1r34
SRR062700.1136,p1z1r2
SRR062700.1811,p1z1r2
SRR062700.466,p1z1r34
SRR062700.97,p4z1r2
SRR062701.687,p4z2r22
SRR062701.552,p1z1r2
SRR062700.547,p1z2r19
SRR062700.68,p1z2r19
SRR062701.130,p4z2r22
SRR062700.1023,p1z1r34
SRR062700.1233,p4z1r2
SRR062700.121,p1z2r19
SRR062700.937,p1z1r34
SRR062700.1256,p4z2r22
SRR062700.787,p1z2r19
SRR062700.1561,p4z2r22
SRR062700.1243,p1z1r34
SRR062701.710,p4z1r2
SRR062700.239,p1z2r19
SRR062700.672,p4z2r22
SRR062700.1805,p1z1r2
SRR062700.1581,p1z1r2
SRR062700.987,p1z1r34
SRR062700.640,p1z2r19
SRR062699.2112,p1z1r34
SRR062700.549,p1z1r34
SRR062700.756,p1z1r2
SRR062701.728,p4z2r22
SRR062700.1644,p4z2r22
SRR062701.735,p4z1r2
SRR062701.465,p1z1r2
SRR062700.895,p1z2r19
SRR062700.365,p1z1r34
SRR062700.609,p1z1r2
SRR062701.64,p4z2r22
SRR062700.808,p1z1r2
SRR062701.7,p4z1r2
SRR062700.1475,p1z2r19
SRR062700.915,p1z1r2
SRR062701.870,p4z1r2
SRR062701.275,p1z2r19
SRR062700.1232,p1z2r19
SRR062700.544,p4z1r2
SRR062701.681,p1z1r34
SRR062700.782,p1z1r2
SRR062701.12,p1z1r34
SRR062700.616,p1z1r2
SRR062700.1257,p1z1r34
SRR062700.15,p4z1r2
SRR062701.267,p1z2r19
SRR062700.13,p1z1r2
SRR062701.21,p4z2r22
SRR062700.1016,p4z1r2
SRR062700.258,p1z1r34
SRR062701.466,p1z1r34
SRR062701.738,p1z1r34
SRR062700.179,p4z1r2
SRR062701.169,p1z1r34
SRR062701.539,p4z1r2
SRR062700.484,p1z1r2
SRR062700.1734,p4z1r2
SRR062700.16,p1z2r19
SRR062701.195,p4z1r2
SRR062700.335,p4z2r22
SRR062700.817,p1z1r2
SRR062701.674,p1z1r34
SRR062700.383,p1z1r2
SRR062701.778,p4z2r22
SRR062701.358,p4z2r22
SRR062700.23,p1z1r34
SRR062700.946,p4z2r22
SRR062700.1339,p4z1r2
SRR062700.435,p1z2r19
SRR062700.1794,p1z2r19
SRR062700.558,p4z1r2
SRR062700.1054,p1z2r19
SRR062701.274,p1z1r34
SRR062700.1108,p1z1r2
SRR062700.486,p1z1r34
SRR062700.1768,p1z1r34
SRR062701.308,p1z1r2
SRR062701.34,p4z2r22
SRR062701.509,p4z1r2
SRR062700.1291,p4z2r22
SRR062700.805,p1z2r19
SRR062700.1022,p1z2r19
SRR062701.63,p1z1r34
SRR062700.1269,p1z1r2
SRR062700.468,p1z1r34
SRR062700.1305,p4z1r2
SRR062701.510,p1z1r34
SRR062701.319,p1z1r2
SRR062700.519,p1z2r19
SRR062700.1296,p1z2r19
SRR062701.225,p4z1r2
SRR062701.56,p1z2r19
SRR062700.398,p1z1r2
SRR062700.871,p1z1r2
SRR062700.939,p1z1r34
SRR062700.254,p4z2r22
SRR062700.202,p4z2r22
SRR062701.223,p4z1r2
SRR062700.1425,p1z1r34
SRR062700.1817,p4z2r22
SRR062700.304,p1z1r2
SRR062701.473,p1z2r19
SRR062700.1498,p4z2r22
SRR062700.1445,p1z1r2
SRR062700.1596,p4z1r2
SRR062701.318,p1z1r34
SRR062701.357,p1z2r19
SRR062700.1332,p1z1r2
SRR062700.718,p4z2r22
SRR062701.429,p1z1r2
SRR062701.607,p4z2r22
SRR062700.1454,p1z1r34
SRR062700.1443,p4z1r2
SRR062700.1227,p4z1r2
SRR062700.1803,p1z1r2
SRR062701.129,p1z2r19
SRR062700.359,p4z2r22
SRR062701.151,p1z1r34
SRR062701.270,p1z1r2
SRR062700.74,p1z1r34
SRR062701.666,p1z1r2
SRR062700.378,p1z1r2
SRR062700.340,p1z1r2
SRR062701.408,p1z2r19
SRR062701.210,p1z1r34
SRR062700.450,p1z1r2
SRR062700.208,p4z2r22
SRR062700.90,p4z1r2
SRR062700.419,p1z1r34
SRR062701.711,p4z2r22
SRR062701.544,p1z2r19
SRR062700.983,p4z1r2
SRR062701.344,p1z1r34
SRR062700.975,p1z1r34
SRR062701.231,p4z1r2
SRR062700.235,p4z1r2
SRR062701.475,p1z2r19
SRR062700.347,p4z2r22
SRR062700.1109,p1z1r2
SRR062700.1442,p4z2r22
SRR062701.646,p4z1r2
SRR062700.1010,p1z1r2
SRR062701.771,p4z2r22
SRR062701.873,p4z2r22
SRR062701.779,p4z1r2
SRR062700.1590,p1z2r19
SRR062700.538,p1z1r34
SRR062700.497,p4z2r22
SRR062700.1745,p1z1r2
SRR062700.929,p1z2r19
SRR062700.1820,p1z1r34
SRR062700.1810,p1z1r2
SRR062700.714,p1z1r34
SRR062701.52,p4z2r22
SRR062700.1694,p1z1r2
SRR062701.583,p1z2r19
SRR062701.528,p4z1r2
SRR062700.1798,p4z2r22
SRR062700.1042,p1z2r19
SRR062701.731,p1z1r2
SRR062700.1164,p4z2r22
SRR062701.824,p1z1r34
SRR062701.543,p4z1r2
SRR062700.443,p1z1r2
SRR062700.57,p1z1r2
SRR062700.459,p1z1r2
SRR062701.706,p4z1r2
SRR062701.375,p4z2r22
SRR062700.1141,p1z1r2
SRR062700.1071,p1z1r2
SRR062700.379,p4z2r22
SRR062701.99,p4z2r22
SRR062700.1005,p1z2r19
SRR062701.651,p1z1r2
SRR062700.842,p4z1r2
SRR062700.1185,p4z1r2
SRR062700.384,p4z1r2
SRR062701.17,p1z2r19
SRR062701.117,p4z2r22
SRR062700.240,p1z1r2
SRR062701.450,p4z2r22
SRR062701.400,p1z2r19
SRR062700.7,p1z1r34
SRR062701.110,p1z1r2
SRR062701.114,p1z1r2
SRR062700.1732,p1z2r19
SRR062700.820,p1z1r2
SRR062700.653,p4z2r22
SRR062701.194,p4z2r22
SRR062700.1393,p4z1r2
SRR062701.271,p4z1r2
SRR062701.598,p1z2r19
SRR062700.1706,p4z2r22
SRR062700.33,p1z2r19
SRR062700.1242,p4z1r2
SRR062700.1613,p4z1r2
SRR062700.1485,p4z2r22
SRR062700.1145,p1z1r2
SRR062700.874,p4z2r22
SRR062701.437,p4z2r22
SRR062700.1264,p1z2r19
SRR062700.460,p4z1r2
SRR062700.963,p4z2r22
SRR062700.1091,p1z1r2
SRR062700.432,p4z1r2
SRR062700.1812,p1z1r34
SRR062701.30,p1z2r19
SRR062700.955,p4z1r2
SRR062700.1188,p1z1r2
SRR062699.2116,p4z1r2
SRR062701.284,p4z2r22
SRR062701.280,p4z1r2
SRR062700.1564,p4z2r22
SRR062700.262,p4z2r22
SRR062700.976,p1z1r34
SRR062700.1239,p1z1r34
SRR062699.2114,p1z2r19
SRR062700.393,p4z2r22
SRR062700.1636,p1z1r34
SRR062700.831,p1z1r2
SRR062700.1481,p4z2r22
SRR062701.53,p4z2r22
SRR062701.113,p1z1r2
SRR062700.1436,p4z1r2
SRR062700.1341,p4z2r22
SRR062700.1684,p1z2r19
SRR062700.1138,p1z2r19
SRR062700.1507,p1z1r2
SRR062700.1059,p4z1r2
SRR062700.1020,p1z1r34
SRR062700.48,p4z1r2
SRR062700.1127,p1z1r2
SRR062700.146,p4z1r2
SRR062701.128,p1z1r2
SRR062700.1089,p4z2r22
SRR062701.829,p1z2r19
SRR062700.1194,p1z2r19
SRR062700.176,p4z2r22
SRR062700.643,p4z1r2
SRR062700.1406,p1z1r2
SRR062700.30,p1z1r34
SRR062700.78,p1z1r34
SRR062700.1773,p1z2r19
SRR062700.948,p1z2r19
SRR062700.1549,p1z1r2
SRR062701.157,p1z2r19
