"seqname","accession","tax_id","tax_name","isType","ok","i","outlier","selected","label","strain"
"S000001207","AJ243791","103621","Actinomyces urogenitalis",TRUE,TRUE,1,FALSE,TRUE,"Actinomyces urogenitalis (103621)","type"
"S000127864","AJ243893","103621","Actinomyces urogenitalis",FALSE,TRUE,2,FALSE,TRUE,"Actinomyces urogenitalis (103621)","non-type"
"S000130223","AJ243894","103621","Actinomyces urogenitalis",FALSE,TRUE,3,FALSE,TRUE,"Actinomyces urogenitalis (103621)","non-type"
"4VAG-103","","109790","Lactobacillus jensenii",FALSE,TRUE,5,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389885","AF243143","109790","Lactobacillus jensenii",FALSE,TRUE,7,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389895","AF243153","109790","Lactobacillus jensenii",FALSE,TRUE,8,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389897","AF243155","109790","Lactobacillus jensenii",FALSE,TRUE,9,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389901","AF243159","109790","Lactobacillus jensenii",FALSE,TRUE,10,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389903","AF243161","109790","Lactobacillus jensenii",FALSE,TRUE,11,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389904","AF243162","109790","Lactobacillus jensenii",FALSE,TRUE,12,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000389918","AF243176","109790","Lactobacillus jensenii",TRUE,TRUE,13,FALSE,TRUE,"Lactobacillus jensenii (109790)","type"
"S001096707","EU559597","109790","Lactobacillus jensenii",FALSE,TRUE,14,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S001096711","EU559601","109790","Lactobacillus jensenii",FALSE,TRUE,15,FALSE,TRUE,"Lactobacillus jensenii (109790)","non-type"
"S000380997","S67831","1249","Weissella paramesenteroides",TRUE,TRUE,17,TRUE,TRUE,"Weissella paramesenteroides (1249)","type"
"S000382661","AB023238","1249","Weissella paramesenteroides",TRUE,TRUE,18,TRUE,TRUE,"Weissella paramesenteroides (1249)","type"
"S001155252","EU855224","1249","Weissella paramesenteroides",FALSE,TRUE,20,FALSE,TRUE,"Weissella paramesenteroides (1249)","non-type"
"S001795447","GU223366","1249","Weissella paramesenteroides",FALSE,TRUE,29,FALSE,TRUE,"Weissella paramesenteroides (1249)","non-type"
"S001795448","GU223367","1249","Weissella paramesenteroides",FALSE,TRUE,30,FALSE,TRUE,"Weissella paramesenteroides (1249)","non-type"
"S000014356","AJ305320","1254","Pediococcus acidilactici",TRUE,TRUE,32,TRUE,TRUE,"Pediococcus acidilactici (1254)","type"
"S000382416","AB018214","1254","Pediococcus acidilactici",FALSE,TRUE,35,FALSE,TRUE,"Pediococcus acidilactici (1254)","non-type"
"S001292769","FJ360445","1254","Pediococcus acidilactici",FALSE,TRUE,40,FALSE,TRUE,"Pediococcus acidilactici (1254)","non-type"
"S001352427","FJ844982","1254","Pediococcus acidilactici",FALSE,TRUE,42,FALSE,TRUE,"Pediococcus acidilactici (1254)","non-type"
"S002156252","GU369788","1254","Pediococcus acidilactici",FALSE,TRUE,48,FALSE,TRUE,"Pediococcus acidilactici (1254)","non-type"
"S000432294","AF542228","1258","Peptoniphilus asaccharolyticus",TRUE,TRUE,52,FALSE,TRUE,"Peptoniphilus asaccharolyticus (1258)","type"
"S000319464","AB109770","1260","Finegoldia magna",FALSE,TRUE,54,FALSE,TRUE,"Finegoldia magna (1260)","non-type"
"S000319466","AB109771","1260","Finegoldia magna",FALSE,TRUE,55,FALSE,TRUE,"Finegoldia magna (1260)","non-type"
"S000334747","AB109772","1260","Finegoldia magna",FALSE,TRUE,56,FALSE,TRUE,"Finegoldia magna (1260)","non-type"
"S000399515","AY169413","1260","Finegoldia magna",FALSE,TRUE,57,FALSE,TRUE,"Finegoldia magna (1260)","non-type"
"S000432293","AF542227","1260","Finegoldia magna",TRUE,TRUE,58,FALSE,TRUE,"Finegoldia magna (1260)","type"
"S000140702","AY326462","1261","Peptostreptococcus anaerobius",TRUE,TRUE,59,FALSE,TRUE,"Peptostreptococcus anaerobius (1261)","type"
"S000414263","L04168","1261","Peptostreptococcus anaerobius",FALSE,TRUE,60,FALSE,TRUE,"Peptostreptococcus anaerobius (1261)","non-type"
"S000010068","X70648","1280","Staphylococcus aureus",FALSE,TRUE,63,FALSE,TRUE,"Staphylococcus aureus (1280)","non-type"
"S000529044","L36472","1280","Staphylococcus aureus",TRUE,TRUE,67,FALSE,TRUE,"Staphylococcus aureus (1280)","type"
"S000750660","DQ997832","1280","Staphylococcus aureus",FALSE,TRUE,73,FALSE,TRUE,"Staphylococcus aureus (1280)","non-type"
"S001095993","EU515208","1280","Staphylococcus aureus",FALSE,TRUE,80,FALSE,TRUE,"Staphylococcus aureus (1280)","non-type"
"S001241993","FJ434467","1280","Staphylococcus aureus",FALSE,TRUE,86,FALSE,TRUE,"Staphylococcus aureus (1280)","non-type"
"2VAG-69","","1282","Staphylococcus epidermidis",FALSE,TRUE,97,FALSE,TRUE,"Staphylococcus epidermidis (1282)","non-type"
"S000942605","EU128487","1282","Staphylococcus epidermidis",FALSE,TRUE,136,FALSE,TRUE,"Staphylococcus epidermidis (1282)","non-type"
"S000995921","EU379268","1282","Staphylococcus epidermidis",FALSE,TRUE,139,FALSE,TRUE,"Staphylococcus epidermidis (1282)","non-type"
"S001098782","EU652069","1282","Staphylococcus epidermidis",FALSE,TRUE,147,FALSE,TRUE,"Staphylococcus epidermidis (1282)","non-type"
"S001154131","EU834242","1282","Staphylococcus epidermidis",FALSE,TRUE,151,FALSE,TRUE,"Staphylococcus epidermidis (1282)","non-type"
"S000010870","X66100","1283","Staphylococcus haemolyticus",TRUE,TRUE,195,FALSE,TRUE,"Staphylococcus haemolyticus (1283)","type"
"S000995957","EU379304","1283","Staphylococcus haemolyticus",FALSE,TRUE,202,FALSE,TRUE,"Staphylococcus haemolyticus (1283)","non-type"
"S001096634","EU554432","1283","Staphylococcus haemolyticus",FALSE,TRUE,203,FALSE,TRUE,"Staphylococcus haemolyticus (1283)","non-type"
"S001418808","FN393803","1283","Staphylococcus haemolyticus",FALSE,TRUE,212,FALSE,TRUE,"Staphylococcus haemolyticus (1283)","non-type"
"S001575023","FJ999931","1283","Staphylococcus haemolyticus",FALSE,TRUE,214,FALSE,TRUE,"Staphylococcus haemolyticus (1283)","non-type"
"S000016099","X66101","1290","Staphylococcus hominis",TRUE,TRUE,217,FALSE,TRUE,"Staphylococcus hominis (1290)","type"
"S000438936","AY167805","1290","Staphylococcus hominis",FALSE,TRUE,220,FALSE,TRUE,"Staphylococcus hominis (1290)","non-type"
"S000842583","DQ870747","1290","Staphylococcus hominis",FALSE,TRUE,223,FALSE,TRUE,"Staphylococcus hominis (1290)","non-type"
"S000926543","EU071618","1290","Staphylococcus hominis",FALSE,TRUE,225,FALSE,TRUE,"Staphylococcus hominis (1290)","non-type"
"S000995949","EU379296","1290","Staphylococcus hominis",FALSE,TRUE,231,FALSE,TRUE,"Staphylococcus hominis (1290)","non-type"
"S000414717","L37603","1292","Staphylococcus warneri",TRUE,TRUE,243,FALSE,TRUE,"Staphylococcus warneri (1292)","type"
"S001793392","EU863185","1292","Staphylococcus warneri",FALSE,TRUE,245,FALSE,TRUE,"Staphylococcus warneri (1292)","non-type"
"S001793429","EU867329","1292","Staphylococcus warneri",FALSE,TRUE,246,FALSE,TRUE,"Staphylococcus warneri (1292)","non-type"
"S001794135","GQ181035","1292","Staphylococcus warneri",FALSE,TRUE,248,FALSE,TRUE,"Staphylococcus warneri (1292)","non-type"
"S002156579","GU397393","1292","Staphylococcus warneri",FALSE,TRUE,252,FALSE,TRUE,"Staphylococcus warneri (1292)","non-type"
"S000386904","AF003932","1303","Streptococcus oralis",FALSE,TRUE,253,FALSE,TRUE,"Streptococcus oralis (1303)","non-type"
"S000405655","AY281080","1303","Streptococcus oralis",FALSE,TRUE,255,FALSE,TRUE,"Streptococcus oralis (1303)","non-type"
"S000420023","AY485602","1303","Streptococcus oralis",TRUE,TRUE,256,FALSE,TRUE,"Streptococcus oralis (1303)","type"
"S000901720","AB355617","1303","Streptococcus oralis",FALSE,TRUE,261,FALSE,TRUE,"Streptococcus oralis (1303)","non-type"
"S001744699","GU045381","1303","Streptococcus oralis",FALSE,TRUE,268,FALSE,TRUE,"Streptococcus oralis (1303)","non-type"
"S000400850","AY188352","1304","Streptococcus salivarius",TRUE,TRUE,277,FALSE,TRUE,"Streptococcus salivarius (1304)","type"
"S000617861","AM157419","1304","Streptococcus salivarius",FALSE,TRUE,278,FALSE,TRUE,"Streptococcus salivarius (1304)","non-type"
"S000617893","AM157451","1304","Streptococcus salivarius",FALSE,TRUE,279,FALSE,TRUE,"Streptococcus salivarius (1304)","non-type"
"S000843228","EF463056","1304","Streptococcus salivarius",FALSE,TRUE,280,FALSE,TRUE,"Streptococcus salivarius (1304)","non-type"
"S000843231","EF463059","1304","Streptococcus salivarius",FALSE,TRUE,281,FALSE,TRUE,"Streptococcus salivarius (1304)","non-type"
"S000381692","AB002524","1305","Streptococcus sanguinis",FALSE,TRUE,291,FALSE,TRUE,"Streptococcus sanguinis (1305)","non-type"
"S000386900","AF003928","1305","Streptococcus sanguinis",TRUE,TRUE,292,FALSE,TRUE,"Streptococcus sanguinis (1305)","type"
"S000432314","AF543281","1305","Streptococcus sanguinis",FALSE,TRUE,295,FALSE,TRUE,"Streptococcus sanguinis (1305)","non-type"
"S002034935","GU561373","1305","Streptococcus sanguinis",FALSE,TRUE,305,FALSE,TRUE,"Streptococcus sanguinis (1305)","non-type"
"S002166285","GU907527","1305","Streptococcus sanguinis",FALSE,TRUE,306,FALSE,TRUE,"Streptococcus sanguinis (1305)","non-type"
"S000379919","AY691529","1309","Streptococcus mutans",FALSE,TRUE,314,FALSE,TRUE,"Streptococcus mutans (1309)","non-type"
"S000400846","AY188348","1309","Streptococcus mutans",TRUE,TRUE,318,FALSE,TRUE,"Streptococcus mutans (1309)","type"
"S000712811","DQ677755","1309","Streptococcus mutans",FALSE,TRUE,361,FALSE,TRUE,"Streptococcus mutans (1309)","non-type"
"S000712843","DQ677787","1309","Streptococcus mutans",FALSE,TRUE,385,FALSE,TRUE,"Streptococcus mutans (1309)","non-type"
"S002034937","GU561375","1309","Streptococcus mutans",FALSE,TRUE,388,FALSE,TRUE,"Streptococcus mutans (1309)","non-type"
"S000496330","AB175037","1311","Streptococcus agalactiae",FALSE,TRUE,395,FALSE,TRUE,"Streptococcus agalactiae (1311)","non-type"
"S000926647","EU075069","1311","Streptococcus agalactiae",FALSE,TRUE,401,FALSE,TRUE,"Streptococcus agalactiae (1311)","non-type"
"S001098382","EU622516","1311","Streptococcus agalactiae",FALSE,TRUE,402,FALSE,TRUE,"Streptococcus agalactiae (1311)","non-type"
"S001875343","GU363869","1311","Streptococcus agalactiae",FALSE,TRUE,405,FALSE,TRUE,"Streptococcus agalactiae (1311)","non-type"
"S002038640","AB297817","1311","Streptococcus agalactiae",FALSE,TRUE,406,FALSE,TRUE,"Streptococcus agalactiae (1311)","non-type"
"S000006177","X78719","131110","Actinomyces radingae",TRUE,TRUE,407,FALSE,TRUE,"Actinomyces radingae (131110)","type"
"S000007275","X97049","131112","Arcanobacterium phocae",FALSE,TRUE,408,FALSE,TRUE,"Arcanobacterium phocae (131112)","non-type"
"S001744172","FN562994","131112","Arcanobacterium phocae",FALSE,TRUE,409,FALSE,TRUE,"Arcanobacterium phocae (131112)","non-type"
"S001744173","FN562995","131112","Arcanobacterium phocae",FALSE,TRUE,410,FALSE,TRUE,"Arcanobacterium phocae (131112)","non-type"
"S001744175","FN562997","131112","Arcanobacterium phocae",FALSE,TRUE,412,FALSE,TRUE,"Arcanobacterium phocae (131112)","non-type"
"S001744177","FN562999","131112","Arcanobacterium phocae",FALSE,TRUE,414,FALSE,TRUE,"Arcanobacterium phocae (131112)","non-type"
"S000386905","AF003933","1318","Streptococcus parasanguinis",TRUE,TRUE,416,FALSE,TRUE,"Streptococcus parasanguinis (1318)","type"
"S000427359","AB006127","1318","Streptococcus parasanguinis",FALSE,TRUE,420,FALSE,TRUE,"Streptococcus parasanguinis (1318)","non-type"
"S000617883","AM157441","1318","Streptococcus parasanguinis",FALSE,TRUE,423,FALSE,TRUE,"Streptococcus parasanguinis (1318)","non-type"
"S002034953","GU561391","1318","Streptococcus parasanguinis",FALSE,TRUE,426,FALSE,TRUE,"Streptococcus parasanguinis (1318)","non-type"
"S002166282","GU907524","1318","Streptococcus parasanguinis",FALSE,TRUE,429,FALSE,TRUE,"Streptococcus parasanguinis (1318)","non-type"
"S000381771","AB006119","1328","Streptococcus anginosus",FALSE,TRUE,435,FALSE,TRUE,"Streptococcus anginosus (1328)","non-type"
"S000388120","AF145245","1328","Streptococcus anginosus",FALSE,TRUE,441,FALSE,TRUE,"Streptococcus anginosus (1328)","non-type"
"S000428928","AF104678","1328","Streptococcus anginosus",TRUE,TRUE,444,FALSE,TRUE,"Streptococcus anginosus (1328)","type"
"S000527987","AY986761","1328","Streptococcus anginosus",FALSE,TRUE,445,FALSE,TRUE,"Streptococcus anginosus (1328)","non-type"
"S000750177","DQ232519","1328","Streptococcus anginosus",FALSE,TRUE,452,FALSE,TRUE,"Streptococcus anginosus (1328)","non-type"
"S000009737","AJ301607","1335","Streptococcus equinus",TRUE,TRUE,460,FALSE,TRUE,"Streptococcus equinus (1335)","type"
"S000055244","AJ305257","1335","Streptococcus equinus",FALSE,TRUE,461,FALSE,TRUE,"Streptococcus equinus (1335)","non-type"
"S000381682","AB002514","1335","Streptococcus equinus",FALSE,TRUE,462,FALSE,TRUE,"Streptococcus equinus (1335)","non-type"
"S000750180","DQ232522","1335","Streptococcus equinus",FALSE,TRUE,465,FALSE,TRUE,"Streptococcus equinus (1335)","non-type"
"S001019987","EU419602","1335","Streptococcus equinus",FALSE,TRUE,467,FALSE,TRUE,"Streptococcus equinus (1335)","non-type"
"S000428921","AF104671","1338","Streptococcus intermedius",TRUE,TRUE,468,FALSE,TRUE,"Streptococcus intermedius (1338)","type"
"S000428922","AF104672","1338","Streptococcus intermedius",FALSE,TRUE,469,FALSE,TRUE,"Streptococcus intermedius (1338)","non-type"
"S000428924","AF104674","1338","Streptococcus intermedius",FALSE,TRUE,471,FALSE,TRUE,"Streptococcus intermedius (1338)","non-type"
"S000428925","AF104675","1338","Streptococcus intermedius",FALSE,TRUE,472,FALSE,TRUE,"Streptococcus intermedius (1338)","non-type"
"S001910596","GU470908","1338","Streptococcus intermedius",FALSE,TRUE,473,FALSE,TRUE,"Streptococcus intermedius (1338)","non-type"
"127F-65","","134821","Ureaplasma parvum",FALSE,TRUE,475,FALSE,TRUE,"Ureaplasma parvum (134821)","non-type"
"2VAG-53","","134821","Ureaplasma parvum",FALSE,TRUE,476,FALSE,TRUE,"Ureaplasma parvum (134821)","non-type"
"S000427506","AB012212","1351","Enterococcus faecalis",TRUE,TRUE,487,FALSE,TRUE,"Enterococcus faecalis (1351)","type"
"S000485949","AY550919","1351","Enterococcus faecalis",FALSE,TRUE,489,FALSE,TRUE,"Enterococcus faecalis (1351)","non-type"
"S001418737","FN377815","1351","Enterococcus faecalis",FALSE,TRUE,545,FALSE,TRUE,"Enterococcus faecalis (1351)","non-type"
"S001873963","GU299085","1351","Enterococcus faecalis",FALSE,TRUE,554,FALSE,TRUE,"Enterococcus faecalis (1351)","non-type"
"S001875493","GU373724","1351","Enterococcus faecalis",FALSE,TRUE,555,FALSE,TRUE,"Enterococcus faecalis (1351)","non-type"
"S000002717","AJ301830","1352","Enterococcus faecium",TRUE,TRUE,559,FALSE,TRUE,"Enterococcus faecium (1352)","type"
"S000531199","AJ874342","1352","Enterococcus faecium",FALSE,TRUE,577,FALSE,TRUE,"Enterococcus faecium (1352)","non-type"
"S000591317","AB236695","1352","Enterococcus faecium",FALSE,TRUE,579,FALSE,TRUE,"Enterococcus faecium (1352)","non-type"
"S000651464","DQ411813","1352","Enterococcus faecium",FALSE,TRUE,582,FALSE,TRUE,"Enterococcus faecium (1352)","non-type"
"S001352453","FJ845008","1352","Enterococcus faecium",FALSE,TRUE,644,FALSE,TRUE,"Enterococcus faecium (1352)","non-type"
"S000574979","AY707773","1377","Aerococcus viridans",FALSE,TRUE,671,FALSE,TRUE,"Aerococcus viridans (1377)","non-type"
"S000574981","AY707775","1377","Aerococcus viridans",FALSE,TRUE,672,FALSE,TRUE,"Aerococcus viridans (1377)","non-type"
"S000926617","EU075039","1377","Aerococcus viridans",FALSE,TRUE,673,FALSE,TRUE,"Aerococcus viridans (1377)","non-type"
"1BV-48","","1378","Gemella",FALSE,TRUE,676,FALSE,TRUE,"Gemella (1378)","non-type"
"1BVBACT-1","","1378","Gemella",FALSE,TRUE,677,FALSE,TRUE,"Gemella (1378)","non-type"
"3001-189R-5","","1378","Gemella",FALSE,TRUE,678,FALSE,TRUE,"Gemella (1378)","non-type"
"123B-2-F","","1378","Gemella",FALSE,TRUE,679,FALSE,TRUE,"Gemella (1378)","non-type"
"S000004268","X67148","1381","Atopobium minutum",TRUE,TRUE,680,FALSE,TRUE,"Atopobium minutum (1381)","type"
"S002156825","FN178468","1381","Atopobium minutum",FALSE,TRUE,681,FALSE,TRUE,"Atopobium minutum (1381)","non-type"
"S000380958","S44205","1383","Atopobium rimae",FALSE,TRUE,682,FALSE,TRUE,"Atopobium rimae (1383)","non-type"
"S001154076","EU828366","1383","Atopobium rimae",FALSE,TRUE,683,FALSE,TRUE,"Atopobium rimae (1383)","non-type"
"S001872328","AB540986","1383","Atopobium rimae",FALSE,TRUE,684,FALSE,TRUE,"Atopobium rimae (1383)","non-type"
"S001903884","GU425777","1383","Atopobium rimae",FALSE,TRUE,685,FALSE,TRUE,"Atopobium rimae (1383)","non-type"
"S001903885","GU425778","1383","Atopobium rimae",FALSE,TRUE,686,FALSE,TRUE,"Atopobium rimae (1383)","non-type"
"112B-13","","147802","Lactobacillus iners",FALSE,TRUE,687,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"123F2-47","","147802","Lactobacillus iners",FALSE,TRUE,690,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"258B-86","","147802","Lactobacillus iners",FALSE,TRUE,696,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"27VAG-2","","147802","Lactobacillus iners",FALSE,TRUE,699,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"4BVB-52","","147802","Lactobacillus iners",FALSE,TRUE,700,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"4VAG-1","","147802","Lactobacillus iners",FALSE,TRUE,703,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"5BV-63","","147802","Lactobacillus iners",FALSE,TRUE,705,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"5VAG-3","","147802","Lactobacillus iners",FALSE,TRUE,710,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"6BV-7","","147802","Lactobacillus iners",FALSE,TRUE,711,FALSE,TRUE,"Lactobacillus iners (147802)","non-type"
"S001910616","Y16329","147802","Lactobacillus iners",TRUE,TRUE,717,FALSE,TRUE,"Lactobacillus iners (147802)","type"
"5VAG-39","","1485_1","Clostridium sp. type 1",FALSE,TRUE,718,FALSE,TRUE,"Clostridium sp. type 1 (1485_1)","non-type"
"S000011030","AJ300767","149017","Arcanobacterium hippocoleae",TRUE,TRUE,719,FALSE,TRUE,"Arcanobacterium hippocoleae (149017)","type"
"S000003746","D16552","1582","Lactobacillus casei",TRUE,TRUE,720,FALSE,TRUE,"Lactobacillus casei (1582)","type"
"S000008152","AJ272201","1582","Lactobacillus casei",FALSE,TRUE,722,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S000125671","AJ558112","1582","Lactobacillus casei",FALSE,TRUE,728,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S000380222","AY699577","1582","Lactobacillus casei",FALSE,TRUE,730,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S000444200","AY773945","1582","Lactobacillus casei",FALSE,TRUE,735,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S001153626","EU789398","1582","Lactobacillus casei",FALSE,TRUE,742,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S001330005","FJ749569","1582","Lactobacillus casei",FALSE,TRUE,748,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S001330007","FJ749571","1582","Lactobacillus casei",FALSE,TRUE,749,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S001873961","GU299083","1582","Lactobacillus casei",FALSE,TRUE,768,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S002153140","HM058590","1582","Lactobacillus casei",FALSE,TRUE,775,FALSE,TRUE,"Lactobacillus casei (1582)","non-type"
"S000608874","AM113779","1587","Lactobacillus helveticus",TRUE,TRUE,792,FALSE,TRUE,"Lactobacillus helveticus (1587)","type"
"S000942615","EU130905","1587","Lactobacillus helveticus",FALSE,TRUE,799,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S001099337","EU688979","1587","Lactobacillus helveticus",FALSE,TRUE,809,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S001329877","FJ749441","1587","Lactobacillus helveticus",FALSE,TRUE,829,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S001329887","FJ749451","1587","Lactobacillus helveticus",FALSE,TRUE,833,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S001352681","FJ861100","1587","Lactobacillus helveticus",FALSE,TRUE,875,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
