"seqname","accession","tax_id","tax_name","isType","ok","i","outlier","selected","label","strain"
"S001352689","FJ861108","1587","Lactobacillus helveticus",FALSE,TRUE,880,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S001418075","FJ915670","1587","Lactobacillus helveticus",FALSE,TRUE,887,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S002152804","HM058254","1587","Lactobacillus helveticus",FALSE,TRUE,922,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"S002152859","HM058309","1587","Lactobacillus helveticus",FALSE,TRUE,927,FALSE,TRUE,"Lactobacillus helveticus (1587)","non-type"
"5VAG-42","","1596","Lactobacillus gasseri",FALSE,TRUE,978,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000008742","AF519171","1596","Lactobacillus gasseri",TRUE,TRUE,979,FALSE,TRUE,"Lactobacillus gasseri (1596)","type"
"S000389884","AF243142","1596","Lactobacillus gasseri",FALSE,TRUE,980,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000389893","AF243151","1596","Lactobacillus gasseri",FALSE,TRUE,982,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000389899","AF243157","1596","Lactobacillus gasseri",FALSE,TRUE,984,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000843157","EF460495","1596","Lactobacillus gasseri",FALSE,TRUE,989,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000978737","AB008209","1596","Lactobacillus gasseri",FALSE,TRUE,991,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S001587466","AB517146","1596","Lactobacillus gasseri",FALSE,TRUE,992,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S002165653","GU454855","1596","Lactobacillus gasseri",FALSE,TRUE,994,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S002165655","GU454857","1596","Lactobacillus gasseri",FALSE,TRUE,995,FALSE,TRUE,"Lactobacillus gasseri (1596)","non-type"
"S000431102","AF522394","1613","Lactobacillus fermentum",FALSE,TRUE,1005,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000551045","AY929279","1613","Lactobacillus fermentum",FALSE,TRUE,1007,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000843158","EF460496","1613","Lactobacillus fermentum",FALSE,TRUE,1020,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000859966","EF535257","1613","Lactobacillus fermentum",FALSE,TRUE,1021,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000942618","EU130908","1613","Lactobacillus fermentum",FALSE,TRUE,1033,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000965607","EF113959","1613","Lactobacillus fermentum",FALSE,TRUE,1035,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S001240622","EU547298","1613","Lactobacillus fermentum",FALSE,TRUE,1062,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S001352676","FJ861095","1613","Lactobacillus fermentum",FALSE,TRUE,1086,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S002152610","HM058060","1613","Lactobacillus fermentum",FALSE,TRUE,1112,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S002152917","HM058367","1613","Lactobacillus fermentum",FALSE,TRUE,1116,FALSE,TRUE,"Lactobacillus fermentum (1613)","non-type"
"S000824738","EF412986","1624","Lactobacillus salivarius",FALSE,TRUE,1134,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S000927167","EU099039","1624","Lactobacillus salivarius",FALSE,TRUE,1141,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001098504","EU626024","1624","Lactobacillus salivarius",FALSE,TRUE,1146,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001152215","AY112743","1624","Lactobacillus salivarius",FALSE,TRUE,1147,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001168699","AF089108","1624","Lactobacillus salivarius",TRUE,TRUE,1148,FALSE,TRUE,"Lactobacillus salivarius (1624)","type"
"S001611249","FJ751782","1624","Lactobacillus salivarius",FALSE,TRUE,1154,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001611250","FJ751783","1624","Lactobacillus salivarius",FALSE,TRUE,1155,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001611251","FJ751784","1624","Lactobacillus salivarius",FALSE,TRUE,1156,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001611252","FJ751785","1624","Lactobacillus salivarius",FALSE,TRUE,1157,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"S001611254","FJ751787","1624","Lactobacillus salivarius",FALSE,TRUE,1158,FALSE,TRUE,"Lactobacillus salivarius (1624)","non-type"
"127F-70","","1633","Lactobacillus vaginalis",FALSE,TRUE,1163,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"4VAG-18","","1633","Lactobacillus vaginalis",FALSE,TRUE,1164,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S000389896","AF243154","1633","Lactobacillus vaginalis",FALSE,TRUE,1165,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S000389919","AF243177","1633","Lactobacillus vaginalis",TRUE,TRUE,1166,FALSE,TRUE,"Lactobacillus vaginalis (1633)","type"
"S000542976","AB158767","1633","Lactobacillus vaginalis",FALSE,TRUE,1167,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S000542977","AB158768","1633","Lactobacillus vaginalis",FALSE,TRUE,1168,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S000843159","EF460497","1633","Lactobacillus vaginalis",FALSE,TRUE,1169,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S001240626","EU547302","1633","Lactobacillus vaginalis",FALSE,TRUE,1170,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S001240636","EU547312","1633","Lactobacillus vaginalis",FALSE,TRUE,1171,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S001589388","GQ422709","1633","Lactobacillus vaginalis",FALSE,TRUE,1172,FALSE,TRUE,"Lactobacillus vaginalis (1633)","non-type"
"S000087730","AJ312385","166486","Roseburia intestinalis",TRUE,TRUE,1173,FALSE,TRUE,"Roseburia intestinalis (166486)","type"
"S000087731","AJ312386","166486","Roseburia intestinalis",FALSE,TRUE,1174,FALSE,TRUE,"Roseburia intestinalis (166486)","non-type"
"S000629151","AM055815","166486","Roseburia intestinalis",FALSE,TRUE,1175,FALSE,TRUE,"Roseburia intestinalis (166486)","non-type"
"S000380060","AY694148","1681","Bifidobacterium bifidum",FALSE,TRUE,1176,FALSE,TRUE,"Bifidobacterium bifidum (1681)","non-type"
"S000381050","S83624","1681","Bifidobacterium bifidum",FALSE,TRUE,1177,FALSE,TRUE,"Bifidobacterium bifidum (1681)","non-type"
"S000776819","EF190988","1681","Bifidobacterium bifidum",FALSE,TRUE,1178,FALSE,TRUE,"Bifidobacterium bifidum (1681)","non-type"
"S000806299","EF370998","1681","Bifidobacterium bifidum",FALSE,TRUE,1179,FALSE,TRUE,"Bifidobacterium bifidum (1681)","non-type"
"S002166618","GU936674","1681","Bifidobacterium bifidum",FALSE,TRUE,1182,FALSE,TRUE,"Bifidobacterium bifidum (1681)","non-type"
"S000008715","AF491834","1685","Bifidobacterium breve",FALSE,TRUE,1184,FALSE,TRUE,"Bifidobacterium breve (1685)","non-type"
"S000381784","AB006658","1685","Bifidobacterium breve",TRUE,TRUE,1191,FALSE,TRUE,"Bifidobacterium breve (1685)","type"
"S000399795","AY172657","1685","Bifidobacterium breve",FALSE,TRUE,1193,FALSE,TRUE,"Bifidobacterium breve (1685)","non-type"
"S000405012","AY267190","1685","Bifidobacterium breve",FALSE,TRUE,1194,FALSE,TRUE,"Bifidobacterium breve (1685)","non-type"
"S001352708","FJ861666","1685","Bifidobacterium breve",FALSE,TRUE,1198,FALSE,TRUE,"Bifidobacterium breve (1685)","non-type"
"S000021505","M59230","1735","Eubacterium biforme",TRUE,TRUE,1200,FALSE,TRUE,"Eubacterium biforme (1735)","type"
"S000393168","AF399956","177972","Shuttleworthia satelles",TRUE,TRUE,1201,FALSE,TRUE,"Shuttleworthia satelles (177972)","type"
"S000366397","AJ420008","179628","Clostridium colicanis",TRUE,TRUE,1202,FALSE,TRUE,"Clostridium colicanis (179628)","type"
"S001549682","FJ957864","179628","Clostridium colicanis",FALSE,TRUE,1204,FALSE,TRUE,"Clostridium colicanis (179628)","non-type"
"S001549686","FJ957868","179628","Clostridium colicanis",FALSE,TRUE,1208,FALSE,TRUE,"Clostridium colicanis (179628)","non-type"
"S001549687","FJ957869","179628","Clostridium colicanis",FALSE,TRUE,1209,FALSE,TRUE,"Clostridium colicanis (179628)","non-type"
"S001549688","FJ957870","179628","Clostridium colicanis",FALSE,TRUE,1210,FALSE,TRUE,"Clostridium colicanis (179628)","non-type"
"S000129424","AJ292530","181675","Lactobacillus coleohominis",FALSE,TRUE,1211,FALSE,TRUE,"Lactobacillus coleohominis (181675)","non-type"
"S000608871","AM113776","181675","Lactobacillus coleohominis",TRUE,TRUE,1212,FALSE,TRUE,"Lactobacillus coleohominis (181675)","type"
"S001792815","AB425925","181675","Lactobacillus coleohominis",FALSE,TRUE,1213,FALSE,TRUE,"Lactobacillus coleohominis (181675)","non-type"
"S000112115","AJ428402","184870","Varibaculum cambriense",TRUE,TRUE,1214,FALSE,TRUE,"Varibaculum cambriense (184870)","type"
"S000433822","AJ491326","184870","Varibaculum cambriense",FALSE,TRUE,1215,FALSE,TRUE,"Varibaculum cambriense (184870)","non-type"
"S000608087","AM084231","184870","Varibaculum cambriense",FALSE,TRUE,1216,FALSE,TRUE,"Varibaculum cambriense (184870)","non-type"
"S001188095","FJ169866","184870","Varibaculum cambriense",FALSE,TRUE,1217,FALSE,TRUE,"Varibaculum cambriense (184870)","non-type"
"S001188096","FJ169867","184870","Varibaculum cambriense",FALSE,TRUE,1218,FALSE,TRUE,"Varibaculum cambriense (184870)","non-type"
"123B-25","","186802_1","BVAB1",FALSE,TRUE,1220,FALSE,TRUE,"BVAB1 (186802_1)","non-type"
"141B-3","","186802_1","BVAB1",FALSE,TRUE,1221,FALSE,TRUE,"BVAB1 (186802_1)","non-type"
"2BV-15","","186802_1","BVAB1",FALSE,TRUE,1222,FALSE,TRUE,"BVAB1 (186802_1)","non-type"
"3BV-5","","186802_1","BVAB1",FALSE,TRUE,1227,FALSE,TRUE,"BVAB1 (186802_1)","non-type"
"7BV-93","","186802_1","BVAB1",FALSE,TRUE,1234,FALSE,TRUE,"BVAB1 (186802_1)","non-type"
"123B-28","","186802_2","BVAB2",FALSE,TRUE,1236,FALSE,TRUE,"BVAB2 (186802_2)","non-type"
"163B-51","","186802_2","BVAB2",FALSE,TRUE,1238,FALSE,TRUE,"BVAB2 (186802_2)","non-type"
"4BVB-5","","186802_2","BVAB2",FALSE,TRUE,1241,FALSE,TRUE,"BVAB2 (186802_2)","non-type"
"4BVQ-3","","186802_2","BVAB2",FALSE,TRUE,1242,FALSE,TRUE,"BVAB2 (186802_2)","non-type"
"7BVB-26","","186802_2","BVAB2",FALSE,TRUE,1245,FALSE,TRUE,"BVAB2 (186802_2)","non-type"
"112Q-85","","186802_3","BVAB3",FALSE,TRUE,1246,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"1BV-44","","186802_3","BVAB3",FALSE,TRUE,1247,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"1BVBACT-82","","186802_3","BVAB3",FALSE,TRUE,1248,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"2BV-25","","186802_3","BVAB3",FALSE,TRUE,1249,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"2BVBACT-97","","186802_3","BVAB3",FALSE,TRUE,1250,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"4BVB-10","","186802_3","BVAB3",FALSE,TRUE,1251,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"7BVB-92","","186802_3","BVAB3",FALSE,TRUE,1252,FALSE,TRUE,"BVAB3 (186802_3)","non-type"
"123Q-17","","187101","Leptotrichia amnionii",FALSE,TRUE,1254,FALSE,TRUE,"Leptotrichia amnionii (187101)","non-type"
"5BVBACT-26","","187101","Leptotrichia amnionii",FALSE,TRUE,1261,FALSE,TRUE,"Leptotrichia amnionii (187101)","non-type"
"5BVBACT-84","","187101","Leptotrichia amnionii",FALSE,TRUE,1262,FALSE,TRUE,"Leptotrichia amnionii (187101)","non-type"
"7BVC-108","","187101","Leptotrichia amnionii",FALSE,TRUE,1265,FALSE,TRUE,"Leptotrichia amnionii (187101)","non-type"
"7BVB-17","","187101","Leptotrichia amnionii",FALSE,TRUE,1269,FALSE,TRUE,"Leptotrichia amnionii (187101)","non-type"
"7BVA-4","","187328","Veillonella montpellierensis",FALSE,TRUE,1275,FALSE,TRUE,"Veillonella montpellierensis (187328)","non-type"
"S000368429","AY355141","187328","Veillonella montpellierensis",FALSE,TRUE,1276,FALSE,TRUE,"Veillonella montpellierensis (187328)","non-type"
"S000368430","AY355142","187328","Veillonella montpellierensis",FALSE,TRUE,1277,FALSE,TRUE,"Veillonella montpellierensis (187328)","non-type"
"S000395079","AF473836","187328","Veillonella montpellierensis",TRUE,TRUE,1278,FALSE,TRUE,"Veillonella montpellierensis (187328)","type"
"S000404352","AY244769","187328","Veillonella montpellierensis",FALSE,TRUE,1279,FALSE,TRUE,"Veillonella montpellierensis (187328)","non-type"
"4BVB-40","","2051","Mobiluncus curtisii",FALSE,TRUE,1280,FALSE,TRUE,"Mobiluncus curtisii (2051)","non-type"
"S000148549","AJ576074","2051","Mobiluncus curtisii",FALSE,TRUE,1281,FALSE,TRUE,"Mobiluncus curtisii (2051)","non-type"
"S000148552","AJ576085","2051","Mobiluncus curtisii",FALSE,TRUE,1282,FALSE,TRUE,"Mobiluncus curtisii (2051)","non-type"
"S000149189","AJ576084","2051","Mobiluncus curtisii",FALSE,TRUE,1284,FALSE,TRUE,"Mobiluncus curtisii (2051)","non-type"
"S000149439","AJ576086","2051","Mobiluncus curtisii",FALSE,TRUE,1285,FALSE,TRUE,"Mobiluncus curtisii (2051)","non-type"
"1057-129DG2R-13","","2052","Mobiluncus mulieris",FALSE,TRUE,1287,FALSE,TRUE,"Mobiluncus mulieris (2052)","non-type"
"123B-85-F","","2052","Mobiluncus mulieris",FALSE,TRUE,1288,FALSE,TRUE,"Mobiluncus mulieris (2052)","non-type"
"S000148042","AJ576078","2052","Mobiluncus mulieris",FALSE,TRUE,1291,FALSE,TRUE,"Mobiluncus mulieris (2052)","non-type"
"S000148551","AJ576080","2052","Mobiluncus mulieris",FALSE,TRUE,1292,FALSE,TRUE,"Mobiluncus mulieris (2052)","non-type"
"S000149022","AJ576076","2052","Mobiluncus mulieris",FALSE,TRUE,1293,FALSE,TRUE,"Mobiluncus mulieris (2052)","non-type"
"S000015364","X77334","2097","Mycoplasma genitalium",TRUE,TRUE,1294,FALSE,TRUE,"Mycoplasma genitalium (2097)","type"
"S000410519","AY466443","2097","Mycoplasma genitalium",FALSE,TRUE,1295,FALSE,TRUE,"Mycoplasma genitalium (2097)","non-type"
"3025-338F-91","","2098","Mycoplasma hominis",FALSE,TRUE,1297,FALSE,TRUE,"Mycoplasma hominis (2098)","non-type"
"S000004762","AJ002266","2098","Mycoplasma hominis",FALSE,TRUE,1300,FALSE,TRUE,"Mycoplasma hominis (2098)","non-type"
"S000005514","AJ002268","2098","Mycoplasma hominis",FALSE,TRUE,1301,FALSE,TRUE,"Mycoplasma hominis (2098)","non-type"
"S000007585","M96660","2098","Mycoplasma hominis",FALSE,TRUE,1302,FALSE,TRUE,"Mycoplasma hominis (2098)","non-type"
"S000721390","AF443616","2098","Mycoplasma hominis",TRUE,TRUE,1303,FALSE,TRUE,"Mycoplasma hominis (2098)","type"
"S000414333","L08642","2130","Ureaplasma urealyticum",FALSE,TRUE,1304,FALSE,TRUE,"Ureaplasma urealyticum (2130)","non-type"
"S000437046","U06094","2130","Ureaplasma urealyticum",FALSE,TRUE,1306,FALSE,TRUE,"Ureaplasma urealyticum (2130)","non-type"
"S000437047","U06095","2130","Ureaplasma urealyticum",FALSE,TRUE,1307,FALSE,TRUE,"Ureaplasma urealyticum (2130)","non-type"
"S000437048","U06096","2130","Ureaplasma urealyticum",FALSE,TRUE,1308,FALSE,TRUE,"Ureaplasma urealyticum (2130)","non-type"
"S000437049","U06097","2130","Ureaplasma urealyticum",FALSE,TRUE,1309,FALSE,TRUE,"Ureaplasma urealyticum (2130)","non-type"
"S000627084","DQ295034","216816","Bifidobacterium longum",FALSE,TRUE,1314,FALSE,TRUE,"Bifidobacterium longum (216816)","non-type"
"S000805616","EF203956","216816","Bifidobacterium longum",FALSE,TRUE,1315,FALSE,TRUE,"Bifidobacterium longum (216816)","non-type"
"S001292608","EU372978","216816","Bifidobacterium longum",FALSE,TRUE,1318,FALSE,TRUE,"Bifidobacterium longum (216816)","non-type"
"S001352705","FJ861663","216816","Bifidobacterium longum",FALSE,TRUE,1319,FALSE,TRUE,"Bifidobacterium longum (216816)","non-type"
"S001352707","FJ861665","216816","Bifidobacterium longum",FALSE,TRUE,1320,FALSE,TRUE,"Bifidobacterium longum (216816)","non-type"
"S000543947","AJ566849","234908","Sutterella stercoricanis",TRUE,TRUE,1321,FALSE,TRUE,"Sutterella stercoricanis (234908)","type"
"AY331416","AY331416","239137","candidate division TM7 genomosp. P1",FALSE,TRUE,1322,FALSE,TRUE,"candidate division TM7 genomosp. P1 (239137)","non-type"
"FJ470446","FJ470446","239137","candidate division TM7 genomosp. P1",FALSE,TRUE,1323,FALSE,TRUE,"candidate division TM7 genomosp. P1 (239137)","non-type"
"AF125206","AF125206","239137","candidate division TM7 genomosp. P1",FALSE,TRUE,1324,FALSE,TRUE,"candidate division TM7 genomosp. P1 (239137)","non-type"
"123F3-61","","2702","Gardnerella vaginalis",FALSE,TRUE,1331,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"127Q-110","","2702","Gardnerella vaginalis",FALSE,TRUE,1335,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"163B-1","","2702","Gardnerella vaginalis",FALSE,TRUE,1338,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"1BV-4","","2702","Gardnerella vaginalis",FALSE,TRUE,1339,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"3BV-15","","2702","Gardnerella vaginalis",FALSE,TRUE,1345,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"5BV-62","","2702","Gardnerella vaginalis",FALSE,TRUE,1350,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"8BV-3","","2702","Gardnerella vaginalis",FALSE,TRUE,1359,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"7BVA-2","","2702","Gardnerella vaginalis",FALSE,TRUE,1361,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"7BVB-6","","2702","Gardnerella vaginalis",FALSE,TRUE,1366,FALSE,TRUE,"Gardnerella vaginalis (2702)","non-type"
"S000436355","M58744","2702","Gardnerella vaginalis",TRUE,TRUE,1367,TRUE,TRUE,"Gardnerella vaginalis (2702)","type"
"4VAG-92","","28035","Staphylococcus lugdunensis",FALSE,TRUE,1369,FALSE,TRUE,"Staphylococcus lugdunensis (28035)","non-type"
"S000381988","AB009941","28035","Staphylococcus lugdunensis",TRUE,TRUE,1370,FALSE,TRUE,"Staphylococcus lugdunensis (28035)","type"
"S000482457","AY903256","28035","Staphylococcus lugdunensis",FALSE,TRUE,1371,FALSE,TRUE,"Staphylococcus lugdunensis (28035)","non-type"
"S000482459","AY903258","28035","Staphylococcus lugdunensis",FALSE,TRUE,1373,FALSE,TRUE,"Staphylococcus lugdunensis (28035)","non-type"
"S001588040","EU373527","28035","Staphylococcus lugdunensis",FALSE,TRUE,1374,FALSE,TRUE,"Staphylococcus lugdunensis (28035)","non-type"
"S000386901","AF003929","28037","Streptococcus mitis",TRUE,TRUE,1377,FALSE,TRUE,"Streptococcus mitis (28037)","type"
"S000405651","AY281076","28037","Streptococcus mitis",FALSE,TRUE,1379,FALSE,TRUE,"Streptococcus mitis (28037)","non-type"
"S001187498","EU156762","28037","Streptococcus mitis",FALSE,TRUE,1393,FALSE,TRUE,"Streptococcus mitis (28037)","non-type"
"S001352169","FJ823148","28037","Streptococcus mitis",FALSE,TRUE,1397,FALSE,TRUE,"Streptococcus mitis (28037)","non-type"
"S002034943","GU561381","28037","Streptococcus mitis",FALSE,TRUE,1407,FALSE,TRUE,"Streptococcus mitis (28037)","non-type"
"112Q-98","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1410,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)","non-type"
"113S1-51","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1412,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)","non-type"
"123F2-107","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1413,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)","non-type"
"3025-189R-43","","28123","Porphyromonas asaccharolytica",FALSE,TRUE,1416,FALSE,TRUE,"Porphyromonas asaccharolytica (28123)","non-type"
"S000414473","L16490","28123","Porphyromonas asaccharolytica",TRUE,TRUE,1419,TRUE,TRUE,"Porphyromonas asaccharolytica (28123)","type"
"S000404711","AY253728","28124","Porphyromonas endodontalis",TRUE,TRUE,1421,FALSE,TRUE,"Porphyromonas endodontalis (28124)","type"
"S000414474","L16491","28124","Porphyromonas endodontalis",FALSE,TRUE,1422,FALSE,TRUE,"Porphyromonas endodontalis (28124)","non-type"
"123F-82","","28125","Prevotella bivia",FALSE,TRUE,1423,FALSE,TRUE,"Prevotella bivia (28125)","non-type"
"127Q-23","","28125","Prevotella bivia",FALSE,TRUE,1425,FALSE,TRUE,"Prevotella bivia (28125)","non-type"
"258B-16","","28125","Prevotella bivia",FALSE,TRUE,1427,FALSE,TRUE,"Prevotella bivia (28125)","non-type"
"3025-189R-64","","28125","Prevotella bivia",FALSE,TRUE,1428,FALSE,TRUE,"Prevotella bivia (28125)","non-type"
"S000414458","L16475","28125","Prevotella bivia",TRUE,TRUE,1429,FALSE,TRUE,"Prevotella bivia (28125)","type"
"127B-60","","28127","Prevotella buccalis",FALSE,TRUE,1430,FALSE,TRUE,"Prevotella buccalis (28127)","non-type"
"136B-75","","28127","Prevotella buccalis",FALSE,TRUE,1431,FALSE,TRUE,"Prevotella buccalis (28127)","non-type"
